HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.review_id_0,Input.business_id_0,Input.text_0,Input.len_0,Input.label_0,Input.review_id_1,Input.business_id_1,Input.text_1,Input.len_1,Input.label_1,Input.review_id_2,Input.business_id_2,Input.text_2,Input.len_2,Input.label_2,Input.review_id_3,Input.business_id_3,Input.text_3,Input.len_3,Input.label_3,Input.review_id_4,Input.business_id_4,Input.text_4,Input.len_4,Input.label_4,Approve,Reject,complete-time-0,complete-time-1,complete-time-2,complete-time-3,complete-time-4,start-time,worker-platform,worker-language,worker-local-time,end-time,Answer.label_0,Answer.label_1,Answer.label_2,Answer.label_3,Answer.label_4,is-correct_0,is-correct_1,is-correct_2,is-correct_3,is-correct_4,total-correct
3SU800BH86STBPQRRS5H0VWUNL0QUP,3EOS91U1VZB7EKHQC3BWS7001XEBYO,Decide if these reviews describes a restaurant,You see a review describing a business. Your task is to decide if the business this review describes is a restaurant.,"text, classification",$0.12,2020-11-09T15:51:44+00:00,1,BatchId:4245182;OriginalHitTemplateId:929448123;,600,604800,2020-11-16T15:51:44+00:00,,,37UEWGM5HT8G0DCNSLPYI3XPYWC1RK,AD75IYA9OIIQF,Submitted,2020-11-09T15:54:25+00:00,2020-11-09T15:55:41+00:00,2020-11-16T15:55:41+00:00,,,,76,0% (0/0),0% (0/0),0% (0/0),0S1DFWkCgpCs5yza5J12xA,jo2jgyRzk37fnR91D8XbtA,We were in a pinch and needed a place to eat and this had vegetarian options- the pad Thai and red curry were good and the pho was just a little bland for our taste. Not the best food in the world but it did the trick!,47,Restaurant,YrqEoaTjCVj3pQIEzRkEVg,aYE-oZFvSOHsyAtcpf0frQ,Had the fish tacos as did my daughter. They came fast. And we're served so could assemble to taste. Fish was well prepared. Salsa was delicious. Great value for the money. Two meals can feed three. Only flaw was the busses kept trying to take my plates of food away as I was trying to package my leftovers.,59,Restaurant,oNIyQfnxUOiF1y4nXTf2NA,khSO32W7fRT9dfe0X1091A,"Wow!!!! I never realized starting my weight loss journey could be so easy. Everyone there is very nice & explains everything to you. I'm terrified of needles & I didn't even feel the 2 shots. The PA explains everything & will gladly answer your questions. Don't hesitate or be nervous, you're in great hands there.",56,None,DD6fd2W0rqPQrSsDLS5PYw,DoSp0KBcnwn4SYssW7P2Ow,"We ordered the dinner for 2; spicy chicken with spicy sesame sauce & lamb with onions and peppers. The chicken dish came out within 5 minutes, but lamb took a lot longer. Overall food was okay, service was terrible, atmosphere was nice.",41,Restaurant,8k2rLQKOd48emuqr9_noDA,BZEosnjq4umcFo87ZxKryQ,"I bought a custom suit here & it fits amazing!! I usually have a difficult time finding a suit to fit my build but this one fits like a glove! High quality for a great price, I will definitely be coming back!",41,None,,,2020-11-09T15:55:40.836Z,2020-11-09T15:55:28.165Z,2020-11-09T15:55:32.732Z,2020-11-09T15:55:34.426Z,2020-11-09T15:55:37.948Z,2020-11-09T15:55:24.175Z,Win32,en-US,Mon Nov 09 2020 09:55:24 GMT-0600 (Central Standard Time),2020-11-09T15:55:40.836Z,Restaurant,Restaurant,None,Restaurant,None,1,1,1,1,1,5
36FFXPMST9OLLR7RCG6ESBC4ECGOHE,3EOS91U1VZB7EKHQC3BWS7001XEBYO,Decide if these reviews describes a restaurant,You see a review describing a business. Your task is to decide if the business this review describes is a restaurant.,"text, classification",$0.12,2020-11-09T15:51:54+00:00,1,BatchId:4245182;OriginalHitTemplateId:929448123;,600,604800,2020-11-16T15:51:54+00:00,,,3483FV8BEEJU3FWZJ1MECRGYUEB625,A1HFZRZ7JQQUFE,Submitted,2020-11-09T15:53:23+00:00,2020-11-09T15:56:11+00:00,2020-11-16T15:56:11+00:00,,,,168,0% (0/0),0% (0/0),0% (0/0),Iu3Hr2E2kmPEeSwhcT-Okg,zwuOvY99p2UAOzuj1wAX6A,Update - Its been a year since I have been coming to this salon and everyone is amazing. Clean And Quick so many colors to pick from along with affordable. I mean common! busy Friday and Saturday but for the most part walk ins are 15-20 minutes !,47,None,Z6CbfNsWoYpKrf6f2Fw0uQ,ntZdnElb2Pz57NOrwXnllg,"Knowledgeable, friendly staff...comfortable atmosphere, although its a small shop, they have a large selection of various products from flower to edibles...they even have at atm machine onsite..theres about four or five other shops on this road where the medicine box is located, but this one was my favorite all around",53,None,V8dPj6_gS4Zc4wsHzMzDtA,b7cZMaV6GYVSl0uKbKGyqg,"I was at Sprouts. Their veggie bin looked horrible so I went out to my truck and yelped ""sandwiches"". I was sent on a mission to Roy's. I was surprised to say the least this establishment was located in a gas station.<br/><br/>All three sandwiches were perfect.",48,Restaurant,Zqew7WZmrJOy4tAdL2vdMg,0pk722ZVnwm9SCXxf1hZJQ,"We actually had a really great time at the Krazy Cactus when we were in Mississauga for the TFConvention. I think we went there all three nights. <br/><br/>The service was great -- which is why we kept coming back and the wings were great, and lots of flavour selections and the prices were reasonable.",53,Restaurant,DbFvTRqFpfT_CId5MzooUw,W1DvjzwTeb8UKKUd3amwEQ,"Sirna's Farm is a family owned farm market treasurer. Not only can you find the best fresh produce, they carry Made in Ohio products too,<br/><br/>The staff is very knowledgeable, friendly and willing to let you sample their products.<br/><br/>If you haven't been to Sirna's Farm, you are really missing out!!",54,None,,,2020-11-09T15:56:06.940Z,2020-11-09T15:56:10.588Z,2020-11-09T15:56:05.308Z,2020-11-09T15:56:08.548Z,2020-11-09T15:56:03.709Z,2020-11-09T15:55:59.643Z,Win32,en-GB,Mon Nov 09 2020 15:55:59 GMT+0000 (Greenwich Mean Time),2020-11-09T15:56:10.588Z,None,None,Restaurant,None,None,1,1,1,0,1,4
31S7M7DAGGQ3KFVPZI7BEDBYU16TLC,3EOS91U1VZB7EKHQC3BWS7001XEBYO,Decide if these reviews describes a restaurant,You see a review describing a business. Your task is to decide if the business this review describes is a restaurant.,"text, classification",$0.12,2020-11-09T15:51:44+00:00,1,BatchId:4245182;OriginalHitTemplateId:929448123;,600,604800,2020-11-16T15:51:44+00:00,,,3FUI0JHJPXYKRE504Z2LOY96Q19337,A1HFZRZ7JQQUFE,Submitted,2020-11-09T15:52:59+00:00,2020-11-09T15:53:53+00:00,2020-11-16T15:53:53+00:00,,,,54,0% (0/0),0% (0/0),0% (0/0),VqQNyD785CFuDdnydExP8A,kjQGl-ZpXQWPx4GcuFvHjg,"Soups here are AMAZING!!! they really taste home made and fresh.  Always a nice variety each day too. Im addicted! I had the creamy chicken rice,  chicken pot pie,  and wedding soup with turkey meatballs amongst others, and theyre all my fave. So incredible.  Salads are also delicious.",48,Restaurant,SkIf1CYFG19hage5XbqOfg,A1BTg-bpW9Y0Qj2SBmL2iA,"My friend and I first stopped here to check out the awesome selection of pinball tables. We continue to come back for this, as well as the fantastic food at the Grill and friendly service. This is an absolute gem.",40,None,v8XkBdS-vQSkTDOS2Ti6-A,sp2MdmwUahvNRvQFasBwFw,Great vintage clothing find! Whatever decade you're looking for can be found here! Clothing is all in fantastic condition! I picked up an awesome Rosie the Riveter style jumpsuit for a steal! Good selection of vintage concert tees too!,40,None,OVD1eC5A8hDhSHXgfK5GhQ,pX_Gr9L5gXhmNx3YQe23Nw,"If you like this place, you better hurry back before their out of business. Stopped by for lunch today, walked out after twenty minutes of being ignored. Three tables waiting to order and two, including ours waiting for menus. RIP........",40,Restaurant,cN3eIsCeWa6YRF_Pac-0Vw,_Y8u_lUZ3U3rLASIR_KY-w,"If your looking for someone who truly understands internet marketing and is current with all the fast moving changes call Will Paccione at Dot Xero. He is incredible at understanding your business and how to quickly get your phones ringing with significantly improving your web rank across all search engines. Everyone else makes promises, Will delivers.",56,None,,,2020-11-09T15:53:45.869Z,2020-11-09T15:53:49.838Z,2020-11-09T15:53:42.070Z,2020-11-09T15:53:52.485Z,2020-11-09T15:53:47.733Z,2020-11-09T15:53:22.391Z,Win32,en-GB,Mon Nov 09 2020 15:53:22 GMT+0000 (Greenwich Mean Time),2020-11-09T15:53:52.485Z,Restaurant,None,None,Restaurant,None,1,1,1,1,1,5
338431Z1FLFYALLU8LI86FEA1LEORB,3EOS91U1VZB7EKHQC3BWS7001XEBYO,Decide if these reviews describes a restaurant,You see a review describing a business. Your task is to decide if the business this review describes is a restaurant.,"text, classification",$0.12,2020-11-09T15:51:58+00:00,1,BatchId:4245182;OriginalHitTemplateId:929448123;,600,604800,2020-11-16T15:51:58+00:00,,,3P1L2B7AD1PQT7OBT3QD8N1YLEWOL1,AND1FYBQ3829O,Submitted,2020-11-09T15:54:01+00:00,2020-11-09T15:57:16+00:00,2020-11-16T15:57:16+00:00,,,,195,0% (0/0),0% (0/0),0% (0/0),Fb11ple8cPS5rboNhseOKw,w1O26BqZ5l8t3Jlx8D4Sng,I cannot say enough good things about these guys. Joe and Ron treated me very fair and help to get my boat stereo system and electrical back up and running. Their expertise is invaluable especially in today's world of scammers. <br/><br/>I could not be happier!  Thank you so much!  I recommend these guys to anyone!,56,None,skN2_TzJjqZLv3dAVUPaKg,I14mCDV07Q_wYkWbdAcEjA,"This place is so nice. I always have fun in this little shop. They have a great selection on baby gear. Its nice to shop someplace else other than Walmart or Babies R Us.<br/>If your expecting or know someone who is this is a great place to check out, you will be glad you did.",56,None,_HXfHt9b8WZ2nJTN-nBbPw,fOV_mSdVu1Bp6GJitwLvGw,"I've lived here for 2 peaceful years & have nothing but love for this place, the community is family oriented, awesome office staff, up to date modern apartments, very well maintenanced & clean kept landscape! It was a blessing stumbling into this gem!",42,None,7EmAehvc2Rph9SCv8NzfMQ,8mwAGG-arGSlU_ZMjJtAMQ,"A horrible place with a drug addicted staff, an owner who buys puppy mill dogs then attempts to pass them off as purebreds, and horrible living conditions for the animals in the store. If you want a dog with parvo or a fish with ick this is your place.",49,None,CTk0rv7D5MJacSUOFWhZUQ,o_yK1owsPy8g5HrHTTbjcw,"I was in so much pain when I walked in, when I left it felt as though I had a new back. I total forgot to come back the next day because I was not any any pain. Wonderful people, no long contracts, and results that priceless.",47,None,,,2020-11-09T15:57:10.568Z,2020-11-09T15:57:04.039Z,2020-11-09T15:57:13.449Z,2020-11-09T15:57:07.569Z,2020-11-09T15:57:16.398Z,2020-11-09T15:56:58.147Z,Win32,en-US,Mon Nov 09 2020 23:56:58 GMT+0800 (China Standard Time),2020-11-09T15:57:16.398Z,Restaurant,Restaurant,None,None,Restaurant,0,0,1,1,0,2
3AFT28WXLF2LHMIBIYOZSNDJEPVOI7,3EOS91U1VZB7EKHQC3BWS7001XEBYO,Decide if these reviews describes a restaurant,You see a review describing a business. Your task is to decide if the business this review describes is a restaurant.,"text, classification",$0.12,2020-11-09T15:51:54+00:00,1,BatchId:4245182;OriginalHitTemplateId:929448123;,600,604800,2020-11-16T15:51:54+00:00,,,3H0W84IWBK2FKE6Z49KDPNGJN4FREQ,A1IWRYUOVXAB0Z,Submitted,2020-11-09T15:54:29+00:00,2020-11-09T15:56:01+00:00,2020-11-16T15:56:01+00:00,,,,92,0% (0/0),0% (0/0),0% (0/0),SPEyoNAdWbGjGsLjAHpgiA,LtAAnEkG3hmQCia9ewW_zA,Great prices!  Pay less than half of retail!!  Great customer service!  $700 swingset for $170 brand new!  Who else can beat that price!  Staff is wonderful and friendly!  Always make things right!  They help load items and easily refund if the item isn't right  Best auction place in the valley!!,51,None,jG1-ICTJ2lPJ4K5paz0zEw,FlUimPjl-6AkZk0neebkWA,"After a not so lucky incident, Tyler at Discount Tire was the prize.  Clear eyed and a patient listener, this young man handled my tire issue with healthy buoyancy.  The waiting area is spacious.  Bottled water provided was a thoughtful bonus.  Advice regarding my other vehicle's tires was also welcome.  Altogether a great service experience !",56,None,3DrgvHK161zyCI38GOeyiA,iHi-7vmZ6vQ1Kx6HOrqxKQ,This was a great meal and I really loved it. It made me full while giving me every bit of flavor I needed to satisfy my hunger with out making over eat. I really loved the food and recommend going here for anytime of the day meals.,47,Restaurant,us8WAu3Khq3exKD7QNMIAQ,tR4VVIdzcJCQus4GUFq3IA,"I usually don't write reviews but had to for this one. It is the best hidden gem! If you love delicious Italian food, this is your place! Beyond amazing food, staff, and ambiance. It's our new favorite place and feels so homie!! Everyone go!",46,Restaurant,a-wgSn547OAjUnNqPwjnRA,AEbnqtraUWg1RKoKZGZutw,"I look forward to my trips to Yo's. She is the most cheerful and happy lady I know in Boulder City. Her prices are very reasonable and the finished product excellent. Love the ironing of my shirts. Great service, short turnaround times, and as I am disabled she often comes out to my car",55,None,,,2020-11-09T15:55:56.253Z,2020-11-09T15:55:59.309Z,2020-11-09T15:56:01.101Z,2020-11-09T15:55:47.990Z,2020-11-09T15:55:53.213Z,2020-11-09T15:55:43.563Z,Win32,en-US,Mon Nov 09 2020 10:55:43 GMT-0500 (Eastern Standard Time),2020-11-09T15:56:01.101Z,None,None,Restaurant,Restaurant,None,1,1,1,1,1,5
3FULMHZ7OUX39CYKKT7I6IEVE7FM4B,3EOS91U1VZB7EKHQC3BWS7001XEBYO,Decide if these reviews describes a restaurant,You see a review describing a business. Your task is to decide if the business this review describes is a restaurant.,"text, classification",$0.12,2020-11-09T15:51:44+00:00,1,BatchId:4245182;OriginalHitTemplateId:929448123;,600,604800,2020-11-16T15:51:44+00:00,,,3TK8OJTYM1LBACC6M75YKW4QMHTPV1,A1ND86ISBHSL77,Submitted,2020-11-09T16:02:26+00:00,2020-11-09T16:03:01+00:00,2020-11-16T16:03:01+00:00,,,,35,0% (0/0),0% (0/0),0% (0/0),Mobx4gjAB7gC_QNXUcNFkA,BfIcrMq0Me0D7BBSYij7Fg,"Such a cute place with a large patio.  Made the visit to Mount Washington complete.  They offer food choices, soft serve ice cream and hand dipped options.  They only accept cash so make a stop by the ATM first.  If you're in the area, this place is def worth a try!",52,Restaurant,i1PwZc5VTzaXBrLXXwAg2A,VKh_r85dcUqFfS7uzryvBQ,I have had Leo clean my carpets twice now and both times he did an excellent job.  Shows up on time and works hard!  The carpets looked new and smelled fresh!  He has two prices...single story and two story (which includes steps) and the price can't be beat!,50,None,c9QlHh_D4Sf-Aya8vFdK9A,Raw6P7sQ8Kjm-_NRr9iZjA,"I rarely feel compelled to write reviews on yelp, esp for a car rental place. However I do feel very compelled to express my gratitude for Firefly's employee, Vanessa, who has the best customer service I've ever experienced. My rental process was a delight and I will come back to Firefly every time.",55,None,9eb1Yh_RUxAeXP8gqWFJTA,xmY0pzNvZKEzuN0XEqeV5w,"Not enough pressure for the deep tissue, up charge for the 75 min that actually didn't go 75 min (I checked the clocks) and then get mad for $7 tip. They expect $10 minimum which they have a sign posted $10 - $25 tip required. Wtf?",46,None,5AwDCJdw6UZbfaPcLBaH-g,zt9yBumFjjnKhaFpnOdOyA,"The worst.<br/><br/>Bad marketing.<br/><br/>Awful deals with local restaurants.<br/><br/>Horrible planning for parades that give ice cream to the north side of the street but not the south side.<br/><br/>Listeria outbreak.<br/><br/>If you're in the Cleveland area, go with Ruggles, or a national chain before these guys.",48,None,,,2020-11-09T16:02:58.431Z,2020-11-09T16:03:00.271Z,2020-11-09T16:02:57.657Z,2020-11-09T16:02:58.072Z,2020-11-09T16:02:58.831Z,2020-11-09T16:02:52.043Z,Win32,en-US,Tue Nov 10 2020 00:02:52 GMT+0800 (China Standard Time),2020-11-09T16:03:00.271Z,Restaurant,Restaurant,Restaurant,Restaurant,Restaurant,1,0,0,0,0,1
33EEIIWHK77TO4FRWIFMWHYD1S9QVE,3EOS91U1VZB7EKHQC3BWS7001XEBYO,Decide if these reviews describes a restaurant,You see a review describing a business. Your task is to decide if the business this review describes is a restaurant.,"text, classification",$0.12,2020-11-09T15:51:44+00:00,1,BatchId:4245182;OriginalHitTemplateId:929448123;,600,604800,2020-11-16T15:51:44+00:00,,,34Z02EIMISDT934X0RQT4DFXHO20TQ,A1HFZRZ7JQQUFE,Submitted,2020-11-09T15:53:27+00:00,2020-11-09T15:56:23+00:00,2020-11-16T15:56:23+00:00,,,,176,0% (0/0),0% (0/0),0% (0/0),fx4w3YWChZZLtsFrCwl2hA,AISrYnWxgcHOueNE_xNa-A,"I was invited for lunch by a member... wow, what an incredible place.  The golf coarse view was amazing.  I had the Kobe burger at the Men's grill and it had to be one of the best burgers in Metro Phoenix.",42,None,RjTkv4a2y055WXHbEa15Ig,1f5LjPFDA5gOlpUKsZ2crA,"My 3-year old took some beginning dance classes here.  She absolutely loved it, and the owner Melissa!!  The class was great because they did about 20 minutes of ballet, 20 minutes of tap, and then 20 minutes of gymnastics.",40,None,S9Ks-Y5w4Vf7vaNwGBFdRw,xe4G49l012KW1wqQelFOqA,Love the selection. Must try the cake rolls. Wish there was better seating to accommodate a bigger group. Heard they are renovating the upper level for more seating so that should take care of that. Great selection of desserts to satisfy whatever your flavor.,44,None,xMkhzFuJcXtmQSyW9Z5pUw,E_66LeNnSFLxiYrZH_HhIQ,"I've been taking my guitars to Jarin for almost 10 years now. He's the best guy in town for any guitar job, big or small. Fast, efficient service, very good pricing, tips on how to maintain your guitar, and overall just an awesome guy!",46,None,OrJG3nHpacrM1RweABYDlA,O6obMXRKCnLMygvm2fSp0w,The recent upgrades have really turned it into something special. The old and new staff are some if the best that there is. The clientele is diverse and loyal. This place is a true gem. Great menu and service. An extremely good value for your money.,46,Restaurant,,,2020-11-09T15:56:14.773Z,2020-11-09T15:56:17.300Z,2020-11-09T15:56:15.725Z,2020-11-09T15:56:21.964Z,2020-11-09T15:56:20.589Z,2020-11-09T15:56:11.991Z,Win32,en-GB,Mon Nov 09 2020 15:56:11 GMT+0000 (Greenwich Mean Time),2020-11-09T15:56:21.964Z,Restaurant,None,Restaurant,None,None,0,1,0,1,0,2
32FESTC2NHQPHOG8MA4MGQ7DJ6ZUCO,3EOS91U1VZB7EKHQC3BWS7001XEBYO,Decide if these reviews describes a restaurant,You see a review describing a business. Your task is to decide if the business this review describes is a restaurant.,"text, classification",$0.12,2020-11-09T15:51:58+00:00,1,BatchId:4245182;OriginalHitTemplateId:929448123;,600,604800,2020-11-16T15:51:58+00:00,,,34FNN24DCM9OLWPS73J4TP33DZYY53,A13GUTDMGGZZDL,Submitted,2020-11-09T16:05:52+00:00,2020-11-09T16:09:14+00:00,2020-11-16T16:09:14+00:00,,,,202,0% (0/0),0% (0/0),0% (0/0),cX1hhHOd3V81aCmiGE-vAg,-DcE_4T0_iRKGLARmjsjUw,"My mom and I went here on 5-13-13 and she Had the chicken fajitas and I Had The steak fajitas. We both loves our dishes, the place is small and quite I would Recommend going here for really good food along with good prices. We will Definitely be going back",52,Restaurant,PPMiwikrovYFE07vdS2WqA,Pvuk0SoevAiOHt0fCOc8tg,"Recently went in because of crappy service from a previous company, Xavier was very helpful informative and hooked me up with an awesome plan. I would recommend everyone who's looking for good customer service with (in my opinion) reasonable prices go to this T-mobile store",47,None,A1ZCMbVlR87pVbh8p2Hkcg,Bqa0TLWAU5ALFrWnuT8E0w,"This place has the worst service. No one in line, had to wait to order because employees were too busy talking. Waited 15 minutes before they realized I never got my sandwich. Then another 10 for them to make it. Not even an apology. Manager should be fired as this is an ongoing problem. Won't be back.",58,Restaurant,muqSrwt6YUhiqhv6h5gqZQ,JUBLxrWVpuhHtx5bYNrodQ,So far I am extremely happy with the service I've gotten from the office staff. With. Special note to Chris Vega and Dylan the maintenance person.  I've been here almost 3 weeks and I really feel I made the right choice.,43,None,Mt7OUjykUKxYwRHsMxY42Q,BY0o4pOtNPKyTklTFXDJpg,"Location is key here.<br/>They got this great spot in the Financial District, did a fantastic renovation, put some good looking people to work and offers some good pastries and baked stuff. <br/>The coffee is average. Can't say it is superb.",42,None,,,2020-11-09T16:08:50.215Z,2020-11-09T16:09:04.343Z,2020-11-09T16:08:56.422Z,2020-11-09T16:09:00.501Z,2020-11-09T16:09:13.074Z,2020-11-09T16:08:35.872Z,Linux x86_64,en-US,Mon Nov 09 2020 11:08:35 GMT-0500 (Eastern Standard Time),2020-11-09T16:09:13.074Z,Restaurant,None,Restaurant,None,Restaurant,1,1,1,1,0,4
37ZQELHEQ0YPVK8Q2YME5RKV5OAMN6,3EOS91U1VZB7EKHQC3BWS7001XEBYO,Decide if these reviews describes a restaurant,You see a review describing a business. Your task is to decide if the business this review describes is a restaurant.,"text, classification",$0.12,2020-11-09T15:51:54+00:00,1,BatchId:4245182;OriginalHitTemplateId:929448123;,600,604800,2020-11-16T15:51:54+00:00,,,30IQTZXKAK60QKDH51RQTG03UKQ0X9,A1VRXZADIKWB4S,Submitted,2020-11-09T15:53:32+00:00,2020-11-09T15:57:11+00:00,2020-11-16T15:57:11+00:00,,,,219,0% (0/0),0% (0/0),0% (0/0),5ohsDAZSJLGaXj-A-F8j-A,XnhiQkkKUjHDdPVMTudHuA,"This place is a dump. The manager Stacy is a miserable person who takes it out on everyone that works there. I am very disappointed that Howard the ""branch manager"" would employ someone like this as a manager. This place is a dump. I would NEVER trust these people with my ssn or my money. Reno's finest!",58,None,62GTsME6y8DUbEWC2IIACg,nYSNN8v4up1rxIG_xKkl5Q,5 stars bc Miss Robin is the best ever!!! I love her and her positivity. She pronounces my name wrong every time but I love it lol. We keep coming back bc of her!! I would do a longer review if I had time.,44,Restaurant,Xt7We62tHMxiOclPnj2zxw,V4ChRa_c1DNxJfbeF09MJQ,got a chicken ball and a sweet layered pastry. not sure if they bamboozled me but the inside of the chicken ball looked like pork floss. the icing on top of the layered pastry made it too sweet but it was otherwise good. it has a custard filling. those two together were about $5.,54,Restaurant,_uMF549bjft1IBef5Od3ww,rxLhu7ebY7nd-skCbcTxJA,"Love this place <br/><br/>They have the friendliest techs, and do such an amazing job with gels & designs. I have been coming for years, and won't go to any other salon! They're even on point with any facial waxing!",40,None,Ug_nRCLleVoN03rnrtBDGw,IRIjqJmrosn3usMI-VE-xw,"If you own a Z32 this is the only place to bring her. They are highly knowledgeable Z experts. Also SAE certified. They've also worked on my Volvo and Mazda. Honest, timely service and no outrageous labor fee. This should be your mechanic.",44,None,,,2020-11-09T15:57:08.880Z,2020-11-09T15:56:47.065Z,2020-11-09T15:56:58.704Z,2020-11-09T15:57:02.392Z,2020-11-09T15:56:56.024Z,2020-11-09T15:53:35.478Z,Win32,en-US,Mon Nov 09 2020 07:53:35 GMT-0800 (Pacific Standard Time),2020-11-09T15:57:08.880Z,None,None,Restaurant,None,None,1,0,1,1,1,4
3ATYLI1PRT2HCX2H0G9Z4OSJR4KJOE,3EOS91U1VZB7EKHQC3BWS7001XEBYO,Decide if these reviews describes a restaurant,You see a review describing a business. Your task is to decide if the business this review describes is a restaurant.,"text, classification",$0.12,2020-11-09T15:51:44+00:00,1,BatchId:4245182;OriginalHitTemplateId:929448123;,600,604800,2020-11-16T15:51:44+00:00,,,3IAS3U3I0FG09RDUFS3MN72Q8GN2BP,A2Z9HR2IBD75R9,Submitted,2020-11-09T15:55:02+00:00,2020-11-09T15:57:44+00:00,2020-11-16T15:57:44+00:00,,,,162,0% (0/0),0% (0/0),0% (0/0),YCOkziRgVB6oSt88smr7mA,pxZ-SyUbOv057Yc0yUldQg,"Best service ever, the artist are super awesome <br/>Really professional,especially  Matt is the best artist I seen in along time, they made me feel welcome I extremely recemonde this shop if you looking to get a tattoo in Las Vegas",41,None,o1-9sFERoLqzNWmZvjbwTA,tc0GzyUIdASLhtHdeU4OeQ,We recently bought a house with a pool!  Seven C's pool service provides awesome service.  Response time is fast.  Bill knows his stuff and cares about his customers!  You want fair prices and honesty call Seven C's Pool Service!,41,None,Jak5kasI0VARo5lEGz83CA,-sUf12Imjs68dBrmELiwzQ,Place is deece.  Nothing to talk about.  Would not come if you're thinking ahead of a place to go.  If you're driving around and you're close or want something close I would come here.  Nothing noteworthy about this place.   Also nothing particularly bad to note.  Mon/Tue place.  Not Fri/Sat.,54,Restaurant,M4C4BCfR4XK4V9HMFlT4aw,DWcNLMwnhZlbP-I7YsBT8g,As platinum member I reserved an early check in due to tight business meeting schedule.  Finally got room at 535 pm with an explanation that they were busy.  Wet and cold and presentation done without clean up shower.   Something is wrong at this hotel with management<br/><br/>Thanks <br/><br/>Never received a response,51,None,rde2JNp4S_86fsfh433SqQ,9wUIxdYz-CCpGRLu9BxJdg,So I recommend you take your money elsewhere. They completely forgot my order and didn't even make it after waiting 15min for just a standard philly. They skipped me by 10 numbers and when I brought it to their attention they made it in 2 min. No consideration or anything for messing it up. Do not go here.,59,Restaurant,,,2020-11-09T15:57:45.067Z,2020-11-09T15:57:49.339Z,2020-11-09T15:57:36.491Z,2020-11-09T15:56:50.604Z,2020-11-09T15:57:24.026Z,2020-11-09T15:56:20.478Z,Win32,en-US,Mon Nov 09 2020 21:26:20 GMT+0530 (India Standard Time),2020-11-09T15:57:49.339Z,None,None,None,None,Restaurant,1,1,0,1,1,4
3XEDXEGFX3ORK0GGGG70F2WE8Q4K0O,3EOS91U1VZB7EKHQC3BWS7001XEBYO,Decide if these reviews describes a restaurant,You see a review describing a business. Your task is to decide if the business this review describes is a restaurant.,"text, classification",$0.12,2020-11-09T15:51:54+00:00,1,BatchId:4245182;OriginalHitTemplateId:929448123;,600,604800,2020-11-16T15:51:54+00:00,,,3NXNZ5RS1AXO7ZV3NK6LSSO8VW9793,A3IMB1JAMHP1KK,Submitted,2020-11-09T16:05:08+00:00,2020-11-09T16:06:07+00:00,2020-11-16T16:06:07+00:00,,,,59,0% (0/0),0% (0/0),0% (0/0),dQJogg51zhnh7Dyf_H1IZw,DSi6Hs-S6PEqc4FYtZjsPA,"My name is Patricia Bustamante and I rating Palacios 5 Stars with no reservations. The quality of work is superior. The staff is friendly, helpful, and professional. I brought my car to have my car aeat, and one rest arm reupholstered. The work looks brand new. I highly recommend Palacios for those customers looking for high quality work.",58,Restaurant,JozwjHc4DS9M5g30pxcybQ,o3hTR1Sqe5IkIoXh1i_0-A,I am so happy that Lance is gone from this company...!  I didn't trust him as he tried to sell me on switching to his new company unbeknownst to E & E .Unethical to say the least! I will never leave Mike at this company!,45,None,jrwlQ3Wy3YW6-EdFKOobOw,gTRTzLhbl2uDd_JvB4PsyQ,"I lived in Pittsburgh for 24 years before moving to Texas. China Palace is one of my favorite Chinese restaurants to go to for the classic General Tso Chicken, Sesame Chicken, Lo Mein, Mushu, Broccoli Chicken, etc! They don't use MSG in their dishes.",45,Restaurant,IImC01b-2MAv9tP7rgZ1Ew,hrrPxT846kLGs7ehEtLmRg,Consistently good pizza but I really miss the Brussel Sprout pizza! <br/><br/>Mr. Hand is alright but compared nothing to that savoury and sweet balance of what used to exist. I venture here probably once a month when I visit my friend's place! Quick and easy dinner.,47,Restaurant,rnavmE3A1N67YE4wh-thbw,vSxk7u_q3tpVMrKl-kKDyA,"Not only did Parker & Schmidt take excellent care of my groomsmen and I for my wedding, but they also hooked me up with cool threads for the Kentucky Derby! For a personal clothier there is none better. Michael is always a pleasure to work with and always has the customer's best interest in mind. Thanks again!",57,None,,,2020-11-09T16:06:09.292Z,2020-11-09T16:06:00.442Z,2020-11-09T16:05:46.883Z,2020-11-09T16:05:52.278Z,2020-11-09T16:05:56.209Z,2020-11-09T16:05:23.676Z,Win32,en-US,Mon Nov 09 2020 11:05:23 GMT-0500 (Eastern Standard Time),2020-11-09T16:06:09.292Z,None,None,Restaurant,Restaurant,None,0,1,1,1,1,4
